name_kr,name_cn,name_en,birth,party,district,committee,when_elected,off_phone,homepage,email,aides,pr_secrs,sc_secrs,hobby,experience,photo,url
"문병호","文炳浩","MOON Byeong Ho","1959-12-27","국민의당","인천 부평구갑","","재선( 17대 , 19대 )","02-784-6150","http://www.bhmoon.co.kr","moon3055@hanmail.net","박종우 , 이경호","김제동 , 문재환","정재헌 , 유중열 , 고아라","독서","서울대 법과대학 졸업||제17대 국회의원||민주통합당 인천시당위원장||법무법인 위민 대표변호사||인하대 법학전문대학원 겸임교수||부평미군부대공원화추진시민협의회 집행위원장||인천장애인체육회 회장||인천시 생활체육회 고문||","http://www.assembly.go.kr/photo/9770758.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770758"
"문재인","文在寅","MOON Jae In","1953-01-24","더불어민주당","부산 사상구","국방위원회","초선( 19대 )","02-784-6801~3","http://www.moonjaein.com","7882236@gmail.com","강권찬 , 김재준","강성권 , 신혜현 , 안본아","김소정 , 최성준 , 윤순환","바둑, 등산","경남 거제 출생,||경남고,||경희대 법대,||부산지방변호사회 인권위원장,||대통령 비서실 민정수석,||대통령 비서실장,||사람사는세상 노무현재단 이사장,||혁신과 통합 상임대표,||민주통합당 상임고문","http://www.assembly.go.kr/photo/9770759.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770759"
"문정림","文靜林","MOON Jeong-lim","1961-12-22","새누리당","비례대표","국회운영위원회 , 보건복지위원회 , 윤리특별위원회","초선( 19대 )","02-784-6290","","doucemoon@naver.com","이백휴 , 정상훈","안규찬 , 유종원","안영진 , 박대율","독서","(전) 가톨릭의대 교수 ( 1991-2011)||(전) 대한의사협회 공보이사 겸 대변인||(전) 한국여자의사회 공보이사||(전) 대한의학회 정책이사||(전) 대한재활의학회 홍보이사||(전) 대한소아재활발달의학회 이사장","http://www.assembly.go.kr/photo/9770760.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770760"
"문희상","文喜相","MOON Hee Sang","1945-03-03","더불어민주당","경기 의정부시갑","안전행정위원회 , 정보위원회","5선( 14대 , 16대 , 17대 , 18대 , 19대 )","02-784-1261","http://www.moonhs.net","moonhs@assembly.go.kr","조중희 , 최광필","배만호 , 홍준식","이재연 , 김용성 , 원선영","독서","경복고,||서울법대졸,||한국JC회장,||연청중앙회장,||새정치국민회의기조실장·특보단장,||청와대정무수석,||국정원기조실장,||팍스코리아나21이사장,||국회아亞·太정책연구회장||대통령비서실장,||대통령정치특별보좌관||국회 정보위원회 위원장||한일의원연맹 회장||열린우리당 의장","http://www.assembly.go.kr/photo/9770084.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770084"
"민병두","閔丙梪","MIN Byung Doo ","1958-06-10","더불어민주당","서울 동대문구을","정무위원회","재선( 17대 , 19대 )","02-788-2256","http://www.bdmin.net","bdmin1958@assembly.go.kr","정동선 , 최병천","노태석 , 이희삼","임채혁 , 김소탈 , 옥진주","사진 찍기(특히 인물사진을 잘 찍음)","","http://www.assembly.go.kr/photo/9770761.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770761"
"민병주","閔丙珠","MIN Byung Joo","1959-02-26","새누리당","비례대표","미래창조과학방송통신위원회","초선( 19대 )","02-784-6430~1","http://www.bjmin.org","bjmin135@naver.com","송영희 , 허동혁","최춘규 , 한근수","박지현 , 도소연 , 김소연","","일본 규슈대학교 대학원 원자핵물리학 박사||이화여자대학교 대학원 고체물리학 석사||이화여자대학교 물리학 학사||||제19대 국회의원(대전 유성 새누리당 당협위원장)||새누리당 정책위원회 민생119본부 부본부장||새누리당 제6정조위(미방위, 교문위) 간사||새누리당 노동시장선진화특별위원회 위원||새누리당 중소기업·소상공인특별위원회 위원||새누리당 국제위원회 위원||새누리당 재외국민위원회 일본지역 부위원장||새누리당 인재영입위원회 위원||||전) 제19대 국회 예산결산특별위원회 위원||전) 제19대 국회 교육과학기술위원회 위원||전) 제19대 국회 창조경제특별위원회||전) 제19대 국회 운영위원회||전) 국회 공직자윤리위원회 부위원장||||전) 새누리당 원내부대표||전) 새누리당 보수혁신특별위원회 위원||전) 새누리당 경제혁신특별위원회 규제개혁분과 위원||전) 새누리당 개인정보보호대책특별위원회 위원||전) 새누리당 제6정책조정위원회 정책자문위원||전) 새누리당 창조경제 일자리창출 특별위원회 위원||전) 새누리당 조직강화특별위원회 위원||전) 새누리당 에너지특별위원회 위원||전) 새누리당 북핵안보전략특별위원회 위원||전) 새누리당 국민행복추진위원회 창의산업추진단장||전) 제18대 대통령선거 새누리당 중앙선거대책위원회 인재영입본부장||||전) 한국원자력연구원 연구위원||전) 국가과학기술위원회 전문위원||전) 대한여성과학기술인회 회장||전) 한국과학기술단체총연합회 이사||전) 한국원자력연구원 연수원장","http://www.assembly.go.kr/photo/9770762.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770762"
"민현주","閔炫珠","MIN Hyunjoo","1969-07-23","새누리당","비례대표","환경노동위원회","초선( 19대 )","02-784-6450","http://blog.naver.com/newrules77","newrules@na.go.kr","이용대 , 편용대","조재한, 김동규","박경은 , 박승윤 , 김두희","","경력||제19대 국회의원(비례대표)||국회 환경노동위원회, 국회운영위원회||국회 정치개혁 특별위원회||새누리당 원내대변인||새누리당 보수혁신특별위원회 대변인||(전)국회 여성가족위원회||(전)국회 보건복지위원회||(전)새누리당 대변인||(전)사회통합위원회 위원||경기대학교 교수||||학력||미국 코넬대학교 사회학 박사||이화여자대학교 사회학 학사, 석사||현대고등학교 졸||정신여자중학교 졸||||학위논문||Hyunjoo Min, 2004, “Men, Women, and job Continuity in the U.S. and Korea||: Occupational Sex Typing and Family Life Cycle Effects“,||Cornell University, Sociology. (Ithaca, NY, USA).||||저서||경제위기에 따른 여성고용변화와 향후 과제 연구책임자: 민현주;||공동연구자: 임희정 한국여성정책연구원 2010||여성일자리 이동실태와 노동시장성과제고를 위한 정책과제 민현주; 임희정[공저];||한국여성정책연구원 [편] 한국여성정책연구원 2009||사회서비스 분야 여성일자리 창출을 위한 정책과제 민현주[저];||한국여성정책연구원[편] 한국여성정책연구원 2007||It’s About Time(공저)","http://www.assembly.go.kr/photo/9770763.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770763"
"민홍철","閔洪喆","MIN Hong Chul","1961-04-18","더불어민주당","경남 김해시갑","국토교통위원회 , 예산결산특별위원회","초선( 19대 )","02-784-6490","","","김대승 , 오연달","송경민","한주연 , 황집필 , 박해준","","","http://www.assembly.go.kr/photo/9770764.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770764"
"박광온","朴洸瑥","Park Kwang On","1957-03-26","더불어민주당","경기 수원시정","국회운영위원회 , 기획재정위원회","초선( 19대 )","02-784-5364","http://blog.naver.com/kopark2012","sotong533@gmail.com","안상범, 이용국","이한돌, 김민주","강현욱, 조진목, 한소진, 홍순웅, 이은정","","MBC 도쿄 특파원, 앵커, 보도국 통일외교부장, 정치국제에디터, 논설위원, 보도국장||||제18대 대통령 선거 문재인대통령후보 선거대책위원회 대변인||||민주당 홍보위원장||||새정치민주연합 대변인||||제19대 국회의원(현)||||국회 기획재정위원회(현)","http://www.assembly.go.kr/photo/9770911.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770911"
"박기춘","朴起春","PARK Ki Choon","1956-05-01","무소속","경기 남양주시을","안전행정위원회","3선( 17대 , 18대 , 19대 )","02-784-6264","http://www.kichoon.com","parkkichoon@na.go.kr","박성훈, 손석모","김인호, 이인화","이명관, 정은선, 정한나","운동","풍양초등학교 졸업||광동중·고등학교 졸업||대진대학교 행정학과 졸업 (학사, 석사)||한국방송통신대학교 법학과 졸업 (법학사)||고려대정책대학원 졸업 (정치학 석사)||경희대대학원 졸업 (행정학 박사)||국립 Mongolia대학교 정치학 박사 (名譽)||서울대학교 법대 최고지도자과정(ALP)수료||||||1995 ~   제4,5대 경기도의회 의원||1996   - 국제로타리광릉클럽 14？15대 회장||1998   - 경기도의회 내무·자치행정위원장||1999   - 경기도의회 운영위원장||2000   - 경기도의회 민주당 직선 원내총무 겸 대표의원||2001   - 남양주시 YMCA 창립이사||2001   - 청소년선도위원회(BBS) 남양주지회 명예회장||2002   - 민주당 대통령후보 노무현 경기지역특보||2003   - (사)한국시각장애인복지연합회 남양주지회 후원회장(현)||2003   - 남양주시 태권도협회 회장 · 리틀야구단 단장(현)||2007   - 남양주시 게이트볼연합회 후원회장(현)||2009   - 한국방송통신대학교 총동문회 부회장||2009   - 광동중·고총동문회 회장||2009   - 재단법인 광동장학회 이사장||||||2004 ~   제 17·18·19대 국회의원||2004   - 국회 행정자치위원회 간사, 법안심사소위원장||2004   - 국회스카우트의원연맹 이사||2004   - 국회개혁특별위원회 위원||2005   - 국회 한·마샬군도 의원친선협회 부회장||2005   - 국회 한·뉴질랜드 의원친선협회 이사||2005   - 국회 한·벨라루스 의원친선협회 이사||2005   - 우리당 중앙위원||2005   - 칭기즈칸대학교 명예교수||2005   - 제4차 아시아정당국제회의(ICAPP) 조직위원회 부위원장||2005   - 국회 지방행정체제개편특별위원회 위원||2006   - 우리당 중앙당 사무총장||2006   - 우리당 원내부대표 겸 대표비서실장||2006   - 국회 운영위원회 위원||2006   - 국회 윤리특별위원회 간사,징계·자격심사소위원장||2006   - 한국스카우트 경기북부연맹장(名譽)(현)||2006   - 경복대, 강원대 행정학과 초빙교수(현)||2006   - 한국리틀야구연맹 회장(名譽)(현)||2006   - 한·카자흐스탄 의원외교협회 회장||2006   - 국회 2011년대구세계육상선수권대회 유치특별위원회 위원||2007   - 우리당 경기도당위원장||2007   - 국회 예산결산특별위원회 위원||2007   - 대통합민주신당 사무부총장(재정담당)||2007   - 대통합민주신당 예산결산위원장||2008   - 통합민주당 예산결산위원장||2008   - 국회스카우트의원연맹 부회장||2008   - 국회 저출산고령화대책특별위원회 위원||2008   - 민주당 경기도당위원장||2008   - 국회 국토해양위원회 간사 겸 법안심사소위원장||2009   - 민주당 조직강화특별위원회 위원||2009   - 국회 지방행정체제개편특별위원회 위원||2009   - 국회 한,몽골 친선협회 부회장||2009   - 민주당 정책위원회 부의장||2010   - 민주당 원내수석부대표||2010   - 국회 국토해양위원회 위원||2010   - 국회 운영위원회 간사||2011   - 경희대학교 공공정책대학원 객원교수||2011   - 국회 예산결산특별위원회 위원||2011   - 국회 예산안 및 기금운용계획안 조정소위원회 위원||2012   - 국회 정치개혁특별위원회 간사||2012   - 제19대 총선 민주통합당 공천심사위원||2012   - 민주통합당 원내수석부대표||2012   - 국회 국토해양위원회 위원 · 교통·해양법안심사소위원회 위원장 · 국토법안심사소위원회 위원장||2012   - 국회 운영위원회 간사 ·예산결산심사소위원회 위원장||2012   - 민주통합당 비대위원장 겸 원내대표||2013   - 민주통합당 원내대표||2013   - 민주당 사무총장||2014   - 국회 국토교통위원장","http://www.assembly.go.kr/photo/9770339.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770339"
"박남춘","朴南春","PARK Nam Choon","1958-07-02","더불어민주당","인천 남동구갑","안전행정위원회","초선( 19대 )","02-784-6181","http://blog.naver.com/parknamchun","parknamchun@naver.com","윤지훈, 홍인성","김동현, 하진미","심춘화, 유주영, 서다혜, 송윤찬, 함소영","스포츠감상, 음악감상","- 제물포고||- 고려대법대(행정학과)||- 웨일즈대학원(교통경제학)||||- 현) 새정치민주연합 원내부대표(기획)||- 현) 국회 안정행정위원회 위원||- 현) 국회 운영위원회 위원||- 현) 국회 지방자치발전특별위원회 위원||- 현) 인천시 항만정책자문위원||||- 전) 2014 아시아게임조직위원||- 전) 민주당정책위 부의장||- 전) 대통령비서실 인사수석||- 전) 대통령비서실 국정상황실장||- 전) 국립해양조사원장||- 전) 해앙수산부총무과장||","http://www.assembly.go.kr/photo/9770765.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770765"
"박대동","朴大東","PARK Dae Dong","1951-05-13","새누리당","울산 북구","정무위원회","초선( 19대 )","02-784-6730, 02-784-6731","http://www.facebook.com/park.daedong","pddy2k@na.go.kr","옥동석 , 이동창","김영호 , 조창용","김영상 , 박만수 , 강선정","여행, 바둑, 탁구","○ 울산초등학교 졸업||○ 울산제일중학교 졸업||○ 경남고등학교 졸업||○ 서울대학교 경제학과 졸업||○ 美 위스콘신대 대학원 석사||○ 제22회 행정고시 합격||○ 재정경제부 기획예산담당관||○ 금융감독위원회 감독정책1국장||○ 금융감독위원회 상임위원||○ 예금보험공사 사장||○ 現 제19대 국회의원(울산 북구 당협위원장)||○ 現 새누리당 울산광역시당 위원장","http://www.assembly.go.kr/photo/9770766.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770766"
"박대출","朴大出","PARK Dae Chul","1961-03-18","새누리당","경남 진주시갑","교육문화체육관광위원회","초선( 19대 )","02-784-6750","http://www.wejinju.co.kr","dcparkjj@assembly.go.kr","조정대 , 최두식","강지엽 , 김성욱","한승주 , 정진효 , 정유미","","||||·진주고등학교 졸업(49회)||·연세대학교 정치외교학과 졸업||·연세대학교 행정대학원 졸업||||||·새누리당 대변인||·국회 미래창조과학방송통신위원회 위원||·국회 예산·결산특별위원회 위원||·진주·부산 발전협의회 고문||·前 새누리당 원내부대표||·前 국회 운영위원회 위원||(국회방송심의소위원회 위원장)||·前 서울신문 정치부장||·前 서울신문 논설위원||·前 부경대학교 겸임교수","http://www.assembly.go.kr/photo/9770767.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770767"
"박덕흠","朴德欽","PARK Duk Hyum","1953-10-18","새누리당","충북 보은군옥천군영동군","국토교통위원회","초선( 19대 )","02-784-6550","","parkdukhyum@naver.com","김주원","김필수,안종일","이현민,최윤희,이성찬,안정욱","등산","한양대학교 토목공학 박사||현) 새누리당 충북도당 위원장||전) 새누리당 재해대책위원회 위원장||전) 대한전문건설협회 중앙회 회장||전) 원화코퍼레이션(주) 대표이사||","http://www.assembly.go.kr/photo/9770768.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770768"
"박맹우","朴孟雨","Bak Maeng Woo","1951-12-06","새누리당","울산 남구을","기획재정위원회 , 예산결산특별위원회","초선( 19대 )","02-788-2259","http://blog.naver.com/ulsanpmw","ulsanbmw1@naver.com","임명숙 , 임지홍","김일태 , 박정범","유재영 , 오세철 , 신옥형","","경남고등학교||국민대, 경남대 행정대학원 석사||동의대 대학원 행정학 박사||행정고등고시 25회||경상남도 함안군수||제3·4·5대 울산광역시장||영·호남 시도지사협력회의 의장||전국광역시장협의회 회장||전국시도지사협의회 회장||제19대 국회의원||국회 기획재정위원회 위원||","http://www.assembly.go.kr/photo/9770908.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770908"
"박명재","朴明在","Park, Myung-Jae","1947-07-05","새누리당","경북 포항시남구울릉군","기획재정위원회 , 예산결산특별위원회","초선( 19대 )","02-788-2174","","mjp@na.go.kr","조영원 , 황석곽","곽형주 , 박원진","김윤환 , 이형곤 , 김은미","운동","* 학력||- 중동고등학교 졸업||- 연세대학교 행정학과 졸업||- 네덜란드 국립사회과학대학원 졸업||- 연세대학교 행정대학원 졸업(행정학 석사)||- 용인대학교 명예행정학 박사||- 경북대학교 명예정치학박사||||* 경력||- 제16회 행정고등고시 수석합격||- 중앙공무원교육원 기획과장||- 총무처 교육훈련과장, 총무처장관 비서실장||- 내무부장관 비서실장||- 총무처 조직기획과장, 공보관, 중앙공무원교육원 교수부장||- 대통령비서실 행정수석실 일반 행정 비서관, 행정비서관||- 경상북도 행정부지사||- 국민고충처리위원회 상임위원 겸 사무처장||- 행정자치부 기획관리실장||- 중앙공무원교육원장(차관급)||- 행정자치부 장관||- 이명박정부 무임소 국무위원||- 차의과학대학교 총장||- 연세대학교, 대구대학교, 용인대학교 겸임 교수||- 박근혜 후보 대외협력특보||- 18대 대선 경북선거대책위 지역통합위원장||- 한양대학교 특임교수, 경운대학교 석좌교수||- 제19대 국회의원(현)||- 국회 기획재정위원회 위원(현)||- 국회 지방자치발전 특별위원회 위원(현)||- 국회 군 인권개선 및 병영문화혁신 특별위원회 위원(현)||- 새누리당 경제혁신특별위원회 위원(현)||- 새누리당 지방자치안전위원장(현)||||||* 상훈||- 근정포장||- 홍조근정훈장||- 황조근정훈장||- 외국 1등급 훈장||- 청조근정훈장||||* 저서||- 고시행정학||- 한국행정개혁사||- 공무원 교육이 변하면 나라가 바뀐다||- 손짓하지 않아도 연어는 돌아온다||- 이 사람을 어떻게 할 것인가","http://www.assembly.go.kr/photo/9770899.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770899"
"박민수","朴敏秀","PARK Min Soo","1964-09-21","더불어민주당","전북 진안군무주군장수군임실군","농림축산식품해양수산위원회","초선( 19대 )","02-784-6950","http://blog.naver.com/lawperf","lawperf@hanmail.net","배종삼 , 이로문","박창서 , 이재원","권민철 , 유승우 , 김나래","","▶전라고등학교 졸업||▶고려대학교 법과대학 졸업||||▶제37회 사법시험 합격(연수원 제27기)||▶민주사회를 위한 변호사모임 전주전북지부회장||▶전교조전북지부 고문변호사||▶민주노총 전북본부 고문변호사||▶노무현재단 전북본부 운영위원||||▶현)제19대 국회의원(진안무주장수임실)||▶현)농림축산식품해양수산위원회  야당간사||▶현) 새정치민주연합 전북도당 운영위원||▶현) 새정치민주연합 전북도당 을지키는 민생실천위원장||||||▶국회 예산결산특별위원회 예산안등조정소위원회 위원||▶민주통합당 정책위부의장||▶민주당 원내대표 비서실장 및 원내부대표||▶국회운영위원회 위원||▶통상관계특별위원회 위원||▶세월호국정조사특위 위원||▶정부조직법 TF 위원||▶세월호 보상법 TF 위원||▶새정치민주연합 선거관리위원회 위원","http://www.assembly.go.kr/photo/9770769.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770769"
"박민식","朴敏植","PARK Min-shik","1965-11-20","새누리당","부산 북구강서구갑","미래창조과학방송통신위원회 , 정보위원회","재선( 18대 , 19대 )","02-784-2316","http://www.minshik.kr","msbusan@na.go.kr","김태호 , 류희태","박영학 , 이재양","한병섭 , 이규정 , 배정민","등산/축구","서울대학교 외교학과 졸업||||외무부 국제경제국 사무관(외무고시 22회)||서울중앙지검 특수1부 수석검사(사법시험 35회)||박민식 법률사무소 변호사||제18대 국회의원(새누리당, 부산 북구.강서구갑)||||現 제19대 국회의원(새누리당, 부산 북구.강서구갑)||국회미래창조과학방송통신위원회 간사||국회정보위원회 위원||국회정치개혁특별위원회 위원||국회서민정치특별위원회 위원||새누리당 부산시당 위원장||새누리당 미래창조과학방송통신정책조정위원회 위원장||새누리당 인재영입위원회 부위원장||(사)최동원기념사업회 이사장","http://www.assembly.go.kr/photo/9770557.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770557"
"박범계","朴範界","PARK Beom Kye","1963-04-27","더불어민주당","대전 서구을","기획재정위원회 , 예산결산특별위원회","초선( 19대 )","02-784-6960","","","우정영 , 윤용대","박수빈 , 변재형","김종완 , 이찬연 , 김윤희","","","http://www.assembly.go.kr/photo/9770770.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770770"
"박병석","朴炳錫","PARK Byeong Seug","1952-01-25","더불어민주당","대전 서구갑","정무위원회","4선( 16대 , 17대 , 18대 , 19대 )","02-788-2306","http://www.pbs21.or.kr","pbs21@assembly.go.kr","이용수 , 최종길","송덕헌 , 이수남","오인숙 , 최명식 , 강정수","","대전고,||성균관대법대졸,||한양대신방과박사과정,||워싱턴대초빙연구원,||중앙일보홍콩특파원부국장겸경제부장,||서울시정무부시장,||민주당원내부총무·총재특보,||민주당 대변인,||재정경제위원회 위원||예산결산특별위원회 간사||열린우리당 행복중심복합도시 건설특별위원장||정무위원회 위원장","http://www.assembly.go.kr/photo/9770090.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770090"
"박성호","朴成浩","PARK Seong-ho","1957-03-13","새누리당","경남 창원시의창구","국회운영위원회 , 국토교통위원회","초선( 19대 )","02-784-6970","www.박성호.com","cwpark0020@naver.com","차선호 , 최동호","김철환 , 이주현","이혜인 , 장철진 , 윤종은","","*마산중학교 졸업||*마산고등학교 졸업||*고려대학교 졸업||||*前 창원대학교 5대 총장||||*現 19대 국회의원||*새누리당 원내부대표||*국토교통위원회 위원||*국회운영위원회 위원||*전반기 예산결산특별위원회 위원||*전반기 교육문화체육관광위원회 위원","http://www.assembly.go.kr/photo/9770771.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770771"
"박수현","朴洙賢","PARK Soo Hyun","1964-08-14","더불어민주당","충남 공주시","국회운영위원회 , 국토교통위원회","초선( 19대 )","02-784-7380","http://www.gongjunamja.org","worker21c@naver.com","권재홍 , 유창석","송승의 , 이주옥","김정열 , 정도영 , 이정은","","- 1964년생||- 서울대 서양사학과 중퇴||- 연세대 사회복지전공 석사||- 민주당 충남도당위원장||- 민주당 원내대변인 겸 부대표||- 국회 국토교통위원회 위원||- 국회 예산결산특별위원회 위원||- 국회 통상대책특별위원회 위원||- 충남사회복지협의회 회장||- 충남자연보호협의회 회장","http://www.assembly.go.kr/photo/9770773.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770773"
"박영선","朴映宣","PARK Young-sun","1960-01-22","더불어민주당","서울 구로구을","기획재정위원회","3선( 17대 , 18대 , 19대 )","02-784-3870","http://www.pys21.net","parkyoungsun21@gmail.com","김순철 , 조유진","윤영진 , 황우성","황순호 , 전성건 , 김민주","음악감상","경희대학교 졸업||서강대학교 언론대학원 졸업||MBC 기자, 앵커 - 미국 LA특파원, 경제부장||경희대 언론정보대학원 겸임 교수||||17대 국회의원(비례대표)||18대/19대 국회의원(서울 구로을)||||민주통합당 정책위 의장||민주통합당 최고위원||국회 법제사법위원장||새정치민주연합 원내대표||새정치민주연합 비상대책위원장||||(현) 기획재정위원회||(현) 새정치민주연합 재벌개혁특별위 위원장","http://www.assembly.go.kr/photo/9770347.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770347"
"박완주","朴完柱","PARK Wan Ju","1966-11-10","더불어민주당","충남 천안시을","산업통상자원위원회","초선( 19대 )","02-784-7560","http://blog.naver.com/withwanju/","lasco21@hanmail.net","맹창호 , 이경헌","박종진 , 안석준","송석원 , 김경희 , 윤나리","등산","[약력]||||■ (현)제19대 국회의원||■ (현)새정치민주연합 원내대변인||■ (현)국회산업통상자원위원회 위원||■ (현)국회운영위원회 위원||■ (현)국회 예산결산특별위원회 위원||■ (현)해외자원개발 진상규명을 위한 국정조사특별위원회 위원||■ (전)새정치민주연합 원내기획부대표||■ (전)국회여성가족위원회 위원||■ (전)국회지속가능발전특별위원회 위원||■ (전)허베이스피리트호 유류피해대책특별위원회 위원||■ (현)한국아동인구환경의원연맹 이사||■ (현)대한장애인당구협회 회장||■ (현)아.태정치학회 고문||■ (전)문재인 대통령 후보 선대위 총무 부본부장||■ (전)민주당 중앙당 부대변인||■ (전)민주당 충남도당 대변인||■ (전)안희정 충남도지사 후보 선대위 대변인||■ (전)민주당 행복도시 원안사수 특별위원회 부위원장||||[학력]||||천안 직산 삼은초등학교(6회)||천안중학교(31회)||천안 중앙고등학교(15회)||성균관대학교 한국철학과(`89 부총학생회장)","http://www.assembly.go.kr/photo/9770774.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770774"
"박원석","朴元錫","PARK Wonsuk","1970-02-22","정의당","비례대표","기획재정위원회","초선( 19대 )","02-784-7610","http://www.wonsuk.or.kr","jinbochange@gmail.com","강형구 , 이종석","김진욱 , 이선근","고현호 , 김보미 , 임미애","","1970년 2월 2일 서울 종로구 출생||유신고등학교 졸업||동국대학교 사회학과 졸업||홍콩대학교 인권법 석사 졸업","http://www.assembly.go.kr/photo/9770775.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770775"
"박윤옥","朴允玉","Park Yoon Ok","1949-01-22","새누리당","비례대표","국회운영위원회 , 보건복지위원회 , 여성가족위원회","초선( 19대 )","02-784-9518","http://blog.naver.com/gloryokok","gloryokok@naver.com","김지희","김효정, 천현정","송기철, 정영주","독서","제19대 국회의원||새누리당 원내부대표||국회보건복지위 저출산대책소위원회 위원장||새누리당 저출산대책특별위원회 간사||새누리당 공천기구특별위원회 위원||국회노후빈곤해소를위한공적연금특별위원회 위원||새누리당 노동시장선진화특별위원회 위원||새누리당 간호·간병제도특별위원회 위원||새누리당 정책위원회 정책조정위원||한-네팔의원친선협회 이사||한-인도네시아의원친선협회 이사||국회국제보건의료포럼 이사||국회교육문화체육관광위원회 위원(전반기)||사단법인 한국혈액암협회 이사||(전)사단법인 한자녀더갖기운동연합 대표","http://www.assembly.go.kr/photo/9770901.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770901"
"박인숙","朴仁淑","IN-SOOK PARK","1948-11-10","새누리당","서울 송파구갑","교육문화체육관광위원회 , 윤리특별위원회","초선( 19대 )","02-784-7810","http://www.parkinsook.co.kr","ispark0530@naver.com","현경주 , 황동연","안재태 , 조현준","조현준, 최진숙, 박두리, 강옥지, 표인수","공연,영화","제 19대 국회의원 (서울 송파갑)||서울대학교 의과대학 의학과 졸업||前 울산의대 학장||前 한국여자의사회 회장||前 울산의대 서울아산병원 소아심장과 교수||","http://www.assembly.go.kr/photo/9770776.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770776"
